,20
ROL,1.52
GE,1.31
COC,1.83
RQ,1.58
VAA,1.37
CPI,80.0
FOP,0.965
JI,0.919
IUI,89.8
CFI,56.5
PR,81.0
DI,8.67
EDBS,79.18022959204882
DBP,9.0
DBD,13.0
SSB,82.24429047681188
DWCP,78.13798121379943
PMSI,60.0
PT,82.15538925426397
EC,70.76850821698307
ELFE,10.1
