2,1,0
4,1,1
21,2,2 
18,2,1
12,4,0 
7,6,0
23,7,0
18,8,2
4,8,0
17,12,3 
4,12,3
20,15,2
11,16,3
12,16,3
20,16,3
12,17,3
8,18,1
23,19,2
18,21,0
17,22,0
21,23,1
5,23,0
20,23,0
