8,2,3
23,4,2
12,4,1
23,8,0
10,8,1
2,8,1
16,9,0
19,12,2
2,12,0
22,12,1
8,13,1
13,14,0
12,17,2
0,19,0
8,20,0
23,20,0 
9,21,3
16,23,1
